time,target_deg,gimbal_deg,error_deg,rate_deg_s
0.0,0.0,0.0024351941628611524,-0.0024351941628611524,0.12175970814305763
0.02,1.3983455292032199,0.0077788796173878,1.390566649585832,0.2671842727263324
0.04,2.786789700262812,0.01647548743133826,2.7703142128314737,0.4348303906975231
0.06,4.155558103708173,0.02893595342930598,4.126622150278867,0.623023299898386
0.08,5.495128438739275,0.04553348303195733,5.449594955707318,0.8298764801325678
0.1,6.796352121506521,0.06659975853071289,6.729752362975808,1.0533137749377774
0.12,8.050570629528849,0.09242163128587533,7.958148998242973,1.2910936377581221
0.14,9.249724945537332,0.12323833486151835,9.126486610675814,1.540835178782151
0.16,10.386456562911924,0.15923924817833904,10.227217314733585,1.800045665841034
0.18,11.454198635787225,0.20056223047361255,11.253636405313612,2.066149114763676
0.2,12.447255998101147,0.24729254230775685,12.19996345579339,2.3365155917072156
0.22,13.360872935319003,0.2994623591556417,13.061410576163361,2.608490842394241
0.24,14.191287767992856,0.35705087637541216,13.834236891617444,2.8794258609885257
0.26,14.935773495190377,0.4199849966664005,14.515788498523976,3.146706014549416
0.28,15.5926639454349,0.48814058361765833,15.10452336181724,3.4077793475628915
0.3,16.16136509026992,0.5613442577140929,15.600020832555828,3.6601837048217254
0.32,16.642351387915163,0.6393757043082849,16.002975683606877,3.9015723297096017
0.34,17.03714723866642,0.7219704566773952,16.315176781989024,4.129737618455521
0.36,17.34829384662961,0.8088231114537664,16.539470735175843,4.34263273881856
0.38,17.57930199101095,0.8995909285243816,16.67971106248657,4.538390853530759
0.4,17.734591411513083,0.9938977630084259,16.740693648504656,4.715341724202219
0.42,17.819417703518273,1.0913382732036978,16.728079430314576,4.872025509763603
0.44,17.83978779692931,1.1914823454902923,16.64830545143902,5.007203614329726
0.46,17.802365255227485,1.2938796751307775,16.508485580096707,5.1198664820242605
0.48,17.714366776158037,1.3980644407346248,16.316302335423412,5.209238280192363
0.5,17.58345140038869,1.5035600098728945,16.079891390515794,5.274778456913486
0.52,17.417604037711598,1.6098836139362847,15.807720423775313,5.316180203169513
0.54,17.225015000394755,1.7165509318119931,15.508464068582763,5.33336589378543
0.56,17.01395728898677,1.8230805242862453,15.190876764700526,5.3264796237126
0.58,16.79266340644389,1.9289980642214584,14.86366534222243,5.295876996760647
0.6,16.569203481443534,2.033840311459927,14.535363169983606,5.242112361923427
0.62,16.351366461108345,2.1371587860088233,14.214207675099523,5.165923727444824
0.64,16.146546087389048,2.238523098293499,13.90802298909555,5.068215614233771
0.66,15.961633300710115,2.3375239010478754,13.62410939966224,4.950040137718853
0.68,15.80291662018916,2.4337754336547426,13.369141186534417,4.812576630343345
0.7000000000000001,15.675991933160681,2.5269176363611052,13.149074296799576,4.657110135318149
0.72,15.585682989548,2.616617818675443,12.969065170872556,4.485009115716897
0.74,15.535973740812057,2.702571873302081,12.833401867509975,4.297702731331891
0.76,15.529953491008067,2.7845050340781254,12.745448456929942,4.096658038802219
0.78,15.569775641381423,2.862172183445015,12.707603457936408,3.883357468344462
0.8,15.656630612614684,2.935357721905134,12.72127289070955,3.659276923005954
0.8200000000000001,15.790733323139863,3.003875018581945,12.786858304557919,3.425864833840554
0.84,15.971325390818098,3.0675654683213835,12.903759922496715,3.18452248697191
0.86,16.19669201180205,3.126297186649879,13.070394825152169,2.9365859164247907
0.88,16.464193257610848,3.179963379253965,13.284229878356884,2.6833096302042905
0.9,16.770309322427103,3.2284804273895844,13.541828895037519,2.4258524067809635
0.92,17.110699050380813,3.2717857346965906,13.83891331568422,2.1652653653503253
0.9400000000000001,17.480270880029206,3.3098353842261834,14.170435495803023,1.9024824764796189
0.96,17.873265163147625,3.3426016570377755,14.530663506109851,1.6383136405796064
0.98,18.283346649908495,3.370070465450266,14.913276184458228,1.3734404206245208
1.0,18.70370578492082,3.3922387549162125,15.311467030004609,1.1084144732973304
1.02,19.12716733055765,3.409111928513899,15.71805540204375,0.8436586798843356
1.04,19.546304727358635,3.4207013472222494,16.125603380136386,0.5794709354175113
1.06,19.953558517595802,3.427021957470208,16.526536560125592,0.3160305123979261
1.08,20.341357098540477,3.42809009496127,16.913267003579207,0.053406874553091586
1.1,20.702238037426053,3.423921510503069,17.278316526922982,-0.20842922291005328
1.12,21.02896817106568,3.4145296595707078,17.614438511494974,-0.4695925466180651
1.1400000000000001,21.314660729687223,3.3999242926609874,17.914736437026235,-0.7302683454860138
1.16,21.552887766554022,3.380110378223034,18.17277738833099,-0.9906957218976689
1.18,21.737786241746992,3.3550873841581113,18.38269885758888,-1.2511497032461476
1.2,21.864156199131262,3.324848937654544,18.53930726147672,-1.5119223251783445
1.22,21.927549588718794,3.289382876556083,18.63816671216271,-1.77330305492306
1.24,21.92434842073763,3.2486716986522985,18.67567672208533,-2.0355588951892236
1.26,21.85183109080443,3.202693408330093,18.649137682474336,-2.298914516110281
1.28,21.708225885465396,3.1514227530406975,18.556803132424697,-2.563532764469779
1.3,21.49275086158219,3.0948328351219745,18.397918026460218,-2.829495895936162
1.32,21.205639488942403,3.0328970777759716,18.172742411166432,-3.096787867300131
1.34,20.84815165025291,2.9655915175387046,17.882560132714204,-3.36527801186334
1.36,20.42256980338273,2.8928973894914667,17.529672413891262,-3.634706402361909
1.3800000000000001,19.93218032432946,2.8148039658437565,17.117376358485703,-3.904671182385503
1.4000000000000001,19.381240262816686,2.731311603453699,16.64992865936299,-4.174618119502894
1.42,18.774929952619445,2.6424349514212677,16.132495001198176,-4.443832601621549
1.44,18.119292122635525,2.54820626616239,15.571085856473134,-4.711434262943896
1.46,17.42115834943919,2.4486787784076083,14.972479571031581,-4.97637438773907
1.48,16.688063874767835,2.343930054416144,14.34413382035169,-5.237436199573218
1.5,15.92815197947243,2.234065292391809,13.69408668708062,-5.493238101216739
1.52,15.150069256489413,2.1192204946561186,13.030848761833292,-5.742239886784525
1.54,14.36285325719098,1.999565456588227,12.363287800602754,-5.982751903394587
1.56,13.575814096144784,1.875306514680382,11.700507581464402,-6.2129470953922405
1.58,12.798411687268406,1.7466889982679574,11.051722689000448,-6.430875820621224
1.6,12.040130348330766,1.6139993325487052,10.42613101578206,-6.634483285962614
1.62,11.310352549809625,1.4775667443682754,9.83278580544135,-6.821629409021493
1.6400000000000001,10.618233597696067,1.337764526868102,9.280469070827964,-6.99011087500867
1.6600000000000001,9.972579027745292,1.1950108244062316,8.777568203339062,-7.137685123093518
1.68,9.381726451078547,1.0497689051001349,8.331957545978412,-7.262095965304836
1.7,8.853433528480526,0.9025468948223377,7.950886633658188,-7.361100513889856
1.72,8.394773664107078,0.7538969534161318,7.640876710690946,-7.432497070310296
1.74,8.012040899860498,0.6044138811941406,7.407627018666357,-7.474153611099562
1.76,7.7106653609753995,0.4547331513361531,7.255932209639246,-7.484036492899373
1.78,7.495140453263119,0.3055283715093815,7.189612081753737,-7.460238991338579
1.8,7.36896284514026,0.15750818578661183,7.211454659353648,-7.401009286138485
1.82,7.334586085421638,0.011412635627067909,7.323173449794569,-7.304777507977195
1.84,7.393388513502857,-0.1319909937968028,7.525379507299659,-7.170181471193534
1.86,7.545655914785595,-0.2719128084018891,7.817568723187484,-6.996090730254317
1.8800000000000001,7.790579163934592,-0.4075453807392486,8.19812454467384,-6.781628616867977
1.9000000000000001,8.126266884819925,-0.53806921950823,8.664336104328154,-6.526191938449066
1.92,8.549772941859992,-0.6626585804482461,9.212431522308238,-6.229468047000805
1.94,9.057138366015709,-0.7804875608482124,9.83762592686392,-5.891449019998313
1.96,9.643447112931273,-0.890736415469769,10.534183528401043,-5.512442731077832
1.98,10.3028948536262,-0.9925980280251006,11.2954928816513,-5.093080627766574
2.0,11.028869812547097,-1.085284469536677,12.114154282083774,-4.63432207557882
2.02,11.814044496350853,-1.1680335729761229,12.982078069326976,-4.137455171972293
2.04,12.650477001974647,-1.2401154525619378,13.890592454536584,-3.604093979290746
2.06,13.529720456574294,-1.300838896007529,14.830559352581824,-3.036172172279556
2.08,14.442939026732232,-1.3495575588556028,15.792496585587836,-2.4359331424036936
2.1,15.381028841602664,-1.3856758918030294,16.766704733405692,-1.805916647371331
